epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,3201.35,1.49547,2.59519,1.62241,0.2447,0.31082,0.20263,0.11589,1.38637,2.38198,1.56293,0.0091675,0.0091675,0.0091675
27,3318.73,1.48208,2.54916,1.61566,0.24931,0.32083,0.21669,0.12423,1.37444,2.35613,1.56335,0.0091342,0.0091342,0.0091342
28,3437.05,1.46107,2.54307,1.59203,0.27392,0.33475,0.24345,0.14227,1.34155,2.24666,1.54865,0.0091009,0.0091009,0.0091009
29,3555.5,1.47172,2.52049,1.59569,0.30226,0.3109,0.23173,0.13813,1.35858,2.38475,1.57095,0.0090676,0.0090676,0.0090676
30,3672.99,1.46582,2.52411,1.60421,0.27398,0.32511,0.22966,0.13612,1.36796,2.28644,1.56003,0.0090343,0.0090343,0.0090343
31,3790.32,1.44896,2.47951,1.57794,0.25608,0.35206,0.22931,0.1324,1.31906,2.27745,1.52332,0.009001,0.009001,0.009001
32,3907.59,1.45202,2.48301,1.5838,0.26962,0.34443,0.23858,0.14285,1.33517,2.25006,1.53539,0.0089677,0.0089677,0.0089677
33,4026.27,1.45323,2.47737,1.58359,0.32164,0.35249,0.24878,0.14553,1.35363,2.24022,1.54004,0.0089344,0.0089344,0.0089344
34,4144.61,1.43228,2.4202,1.56464,0.3131,0.32795,0.26268,0.15588,1.32567,2.25092,1.52577,0.0089011,0.0089011,0.0089011
35,4262.95,1.42959,2.41414,1.57037,0.28449,0.35194,0.25103,0.1482,1.31342,2.18788,1.5001,0.0088678,0.0088678,0.0088678
36,4379.93,1.42993,2.38937,1.56666,0.35984,0.32542,0.27804,0.16761,1.31425,2.11991,1.51532,0.0088345,0.0088345,0.0088345
37,4498.35,1.43535,2.39839,1.56604,0.29926,0.36599,0.2666,0.16213,1.33142,2.15707,1.51942,0.0088012,0.0088012,0.0088012
38,4615.54,1.4128,2.40081,1.55868,0.32632,0.35413,0.27609,0.16549,1.31412,2.16181,1.50053,0.0087679,0.0087679,0.0087679
39,4732.74,1.41402,2.35338,1.544,0.30346,0.35869,0.27391,0.15636,1.32609,2.19115,1.50486,0.0087346,0.0087346,0.0087346
40,4850.06,1.41335,2.36303,1.5508,0.30306,0.36827,0.29132,0.17688,1.30359,2.08861,1.49269,0.0087013,0.0087013,0.0087013
41,4968.12,1.40221,2.32734,1.53252,0.31535,0.37518,0.28887,0.17292,1.31908,2.09338,1.5144,0.008668,0.008668,0.008668
42,5085.36,1.39104,2.31299,1.52778,0.33856,0.38916,0.29949,0.18183,1.28479,2.06969,1.48051,0.0086347,0.0086347,0.0086347
43,5203.36,1.40049,2.31684,1.53025,0.37752,0.36355,0.30812,0.18056,1.31198,2.07816,1.5007,0.0086014,0.0086014,0.0086014
44,5320.01,1.3871,2.29053,1.52527,0.34883,0.38286,0.32085,0.19497,1.29362,2.03139,1.48794,0.0085681,0.0085681,0.0085681
45,5437.79,1.38785,2.27389,1.5267,0.36371,0.37371,0.31274,0.18913,1.31035,2.05635,1.5087,0.0085348,0.0085348,0.0085348
46,5554.3,1.39815,2.24583,1.52097,0.36949,0.3754,0.32151,0.19667,1.28377,2.02876,1.47272,0.0085015,0.0085015,0.0085015
47,5672.08,1.39545,2.26579,1.52988,0.38403,0.39024,0.33149,0.19786,1.26726,2.00415,1.46621,0.0084682,0.0084682,0.0084682
48,5789.61,1.37476,2.25627,1.51094,0.39936,0.38514,0.33632,0.20771,1.27055,1.99928,1.45891,0.0084349,0.0084349,0.0084349
49,5907.29,1.37685,2.25437,1.51228,0.36858,0.38355,0.3304,0.20426,1.27539,1.98963,1.47132,0.0084016,0.0084016,0.0084016
50,6024,1.37467,2.22907,1.5161,0.37941,0.3755,0.33292,0.20626,1.27728,1.99011,1.48497,0.0083683,0.0083683,0.0083683
51,6140.97,1.37045,2.20156,1.5048,0.37716,0.41395,0.34211,0.20923,1.27723,1.96048,1.48355,0.008335,0.008335,0.008335
52,6258.51,1.35698,2.18286,1.49577,0.3843,0.39161,0.34406,0.20841,1.26858,1.94632,1.46778,0.0083017,0.0083017,0.0083017
53,6375.12,1.37123,2.17962,1.50185,0.42422,0.39182,0.34792,0.2163,1.26459,1.91776,1.45795,0.0082684,0.0082684,0.0082684
54,6492.85,1.34869,2.15387,1.48505,0.389,0.4268,0.35812,0.22289,1.26314,1.90706,1.45545,0.0082351,0.0082351,0.0082351
55,6610.63,1.34836,2.17179,1.48045,0.38952,0.40758,0.35644,0.21694,1.26324,1.94643,1.45499,0.0082018,0.0082018,0.0082018
56,6727.76,1.34087,2.11521,1.48006,0.42694,0.39939,0.36277,0.2206,1.27695,1.92417,1.45926,0.0081685,0.0081685,0.0081685
57,6844.87,1.34017,2.12262,1.48338,0.39621,0.42605,0.36357,0.2264,1.26403,1.88735,1.4563,0.0081352,0.0081352,0.0081352
58,6962.69,1.34985,2.11147,1.48077,0.3982,0.4114,0.3578,0.22175,1.25501,1.94362,1.43687,0.0081019,0.0081019,0.0081019
59,7079.72,1.32564,2.0963,1.47378,0.40715,0.41696,0.36866,0.23115,1.2482,1.87265,1.44327,0.0080686,0.0080686,0.0080686
60,7197.7,1.32948,2.11143,1.46923,0.44363,0.39436,0.36728,0.23063,1.23715,1.88809,1.43506,0.0080353,0.0080353,0.0080353
61,7314.84,1.34579,2.09874,1.47416,0.40068,0.42924,0.36083,0.22226,1.24602,1.9035,1.4426,0.008002,0.008002,0.008002
62,7431.89,1.33591,2.11416,1.46606,0.42057,0.42433,0.37269,0.23098,1.23439,1.87761,1.42933,0.0079687,0.0079687,0.0079687
63,7548.5,1.32933,2.08369,1.45852,0.43351,0.41593,0.373,0.23507,1.23797,1.86771,1.4183,0.0079354,0.0079354,0.0079354
64,7666.4,1.3272,2.08274,1.46455,0.42241,0.43453,0.37665,0.23589,1.2405,1.8514,1.42803,0.0079021,0.0079021,0.0079021
65,7784.09,1.32196,2.06795,1.45464,0.44344,0.40304,0.37574,0.23936,1.22624,1.84171,1.41318,0.0078688,0.0078688,0.0078688
66,7901.45,1.32607,2.04718,1.464,0.42878,0.43924,0.38278,0.24174,1.23872,1.82238,1.42346,0.0078355,0.0078355,0.0078355
67,8019.25,1.32211,2.05793,1.46138,0.44509,0.41336,0.38286,0.24608,1.23268,1.83066,1.42488,0.0078022,0.0078022,0.0078022
68,8137.09,1.30697,2.02836,1.44437,0.46001,0.42064,0.38929,0.24526,1.24046,1.81993,1.4139,0.0077689,0.0077689,0.0077689
69,8254.44,1.30675,2.02761,1.44025,0.442,0.43871,0.39018,0.24287,1.23109,1.81406,1.41273,0.0077356,0.0077356,0.0077356
70,8371.67,1.30238,1.9959,1.4397,0.44593,0.40716,0.39199,0.25097,1.22775,1.81741,1.41234,0.0077023,0.0077023,0.0077023
71,8489.35,1.31411,2.00716,1.44848,0.41965,0.44585,0.38622,0.24791,1.22036,1.82467,1.40594,0.007669,0.007669,0.007669
72,8606.39,1.2972,2.00528,1.42515,0.45244,0.39802,0.39669,0.25025,1.23498,1.82544,1.41602,0.0076357,0.0076357,0.0076357
73,8723.43,1.29909,1.98433,1.43957,0.4865,0.41446,0.4042,0.25551,1.23161,1.78274,1.41907,0.0076024,0.0076024,0.0076024
74,8841.3,1.28805,1.95427,1.42739,0.43596,0.44243,0.39821,0.25714,1.22674,1.80952,1.42107,0.0075691,0.0075691,0.0075691
75,8959,1.29725,1.94418,1.44053,0.42669,0.43943,0.3974,0.25283,1.22686,1.81593,1.41288,0.0075358,0.0075358,0.0075358
76,9075.48,1.29595,1.9675,1.43357,0.42758,0.46161,0.39813,0.25386,1.21373,1.79341,1.40241,0.0075025,0.0075025,0.0075025
77,9192.68,1.28835,1.96509,1.4299,0.44094,0.46095,0.41118,0.26124,1.21939,1.78223,1.4114,0.0074692,0.0074692,0.0074692
78,9310.67,1.29112,1.94546,1.42604,0.44305,0.45073,0.40281,0.25695,1.21648,1.82798,1.40819,0.0074359,0.0074359,0.0074359
79,9428.1,1.28759,1.92504,1.42832,0.4436,0.45148,0.40687,0.25887,1.22086,1.81202,1.40469,0.0074026,0.0074026,0.0074026
80,9544.52,1.27254,1.91017,1.41321,0.43397,0.42315,0.39595,0.253,1.22342,1.82727,1.41271,0.0073693,0.0073693,0.0073693
81,9661.17,1.28173,1.89444,1.41337,0.43955,0.41446,0.39959,0.25087,1.2341,1.84101,1.41185,0.007336,0.007336,0.007336
82,9778.07,1.27288,1.90786,1.40737,0.41683,0.4428,0.4024,0.25413,1.22687,1.83532,1.40125,0.0073027,0.0073027,0.0073027
83,9895.49,1.27857,1.88406,1.41265,0.45473,0.41459,0.40293,0.25922,1.22017,1.83423,1.40375,0.0072694,0.0072694,0.0072694
84,10012.4,1.26824,1.89423,1.40917,0.46832,0.39301,0.39284,0.25267,1.21799,1.84627,1.40892,0.0072361,0.0072361,0.0072361
85,10129.3,1.27403,1.89266,1.40596,0.4646,0.39165,0.40109,0.25364,1.22999,1.8448,1.41291,0.0072028,0.0072028,0.0072028
86,10246.1,1.26841,1.87121,1.41129,0.40878,0.44129,0.39152,0.25285,1.22376,1.85027,1.41065,0.0071695,0.0071695,0.0071695
87,10362.9,1.26411,1.85447,1.39893,0.43146,0.41727,0.3931,0.25237,1.23614,1.89309,1.4131,0.0071362,0.0071362,0.0071362
88,10479.9,1.27656,1.86141,1.41242,0.39696,0.37845,0.33462,0.21201,1.25065,2.14382,1.4268,0.0071029,0.0071029,0.0071029
89,10596.5,1.26122,1.8554,1.39985,0.41412,0.36415,0.33387,0.21063,1.23955,2.12669,1.42245,0.0070696,0.0070696,0.0070696
90,10713.2,1.25411,1.83766,1.39759,0.42034,0.36429,0.33955,0.21323,1.24999,2.12617,1.42725,0.0070363,0.0070363,0.0070363
91,10829.9,1.25904,1.83219,1.39783,0.4171,0.34223,0.33522,0.21535,1.2493,2.11788,1.42405,0.007003,0.007003,0.007003
92,10946.3,1.25432,1.84965,1.3969,0.40317,0.35973,0.34285,0.21758,1.24522,2.0993,1.42586,0.0069697,0.0069697,0.0069697
93,11062.6,1.25148,1.82488,1.39127,0.37365,0.37844,0.33793,0.21662,1.24595,2.11444,1.42755,0.0069364,0.0069364,0.0069364
94,11179.1,1.26024,1.82453,1.39655,0.38207,0.38887,0.33977,0.21953,1.24056,2.11128,1.42031,0.0069031,0.0069031,0.0069031
95,11295.4,1.25021,1.79458,1.39701,0.37846,0.40627,0.34088,0.21856,1.24154,2.10399,1.42114,0.0068698,0.0068698,0.0068698
96,11412.3,1.25805,1.82588,1.39706,0.40156,0.37173,0.342,0.21866,1.238,2.10454,1.41749,0.0068365,0.0068365,0.0068365
97,11528.6,1.24675,1.77854,1.38461,0.41517,0.36217,0.33919,0.21661,1.23402,2.10339,1.41117,0.0068032,0.0068032,0.0068032
98,11644.6,1.23751,1.78884,1.38178,0.40435,0.37328,0.34367,0.21958,1.23657,2.09055,1.41339,0.0067699,0.0067699,0.0067699
99,11761.4,1.24363,1.78688,1.38491,0.39505,0.3825,0.34054,0.21658,1.23446,2.1046,1.41234,0.0067366,0.0067366,0.0067366
100,11878,1.24107,1.78561,1.37746,0.39504,0.37528,0.34101,0.21547,1.23428,2.11388,1.40738,0.0067033,0.0067033,0.0067033
101,11994.5,1.23693,1.7771,1.3782,0.40183,0.38825,0.34435,0.21658,1.22978,2.09785,1.40448,0.00667,0.00667,0.00667
102,12111.3,1.23681,1.75054,1.37031,0.41032,0.37172,0.34274,0.21723,1.22957,2.1124,1.40583,0.0066367,0.0066367,0.0066367
103,12227.7,1.23066,1.75203,1.36981,0.40875,0.395,0.34795,0.22119,1.22479,2.10951,1.39701,0.0066034,0.0066034,0.0066034
104,12344.2,1.20866,1.7271,1.35739,0.4057,0.3888,0.34309,0.21873,1.22957,2.11291,1.40336,0.0065701,0.0065701,0.0065701
105,12461,1.22894,1.7288,1.36974,0.41549,0.38397,0.34204,0.21792,1.23116,2.12846,1.40162,0.0065368,0.0065368,0.0065368
106,12577.6,1.21503,1.72748,1.36249,0.42508,0.38904,0.34015,0.21662,1.24428,2.13476,1.4115,0.0065035,0.0065035,0.0065035
107,12694.4,1.21866,1.71455,1.36004,0.41766,0.37707,0.33996,0.21785,1.24834,2.12102,1.41439,0.0064702,0.0064702,0.0064702
108,12810.7,1.22245,1.71195,1.36429,0.41296,0.38341,0.33984,0.21754,1.24983,2.13098,1.41421,0.0064369,0.0064369,0.0064369
109,12927.4,1.22078,1.71818,1.36321,0.41017,0.39124,0.34918,0.2228,1.24321,2.10862,1.41274,0.0064036,0.0064036,0.0064036
110,13044,1.20574,1.67565,1.3516,0.41301,0.39428,0.34836,0.22573,1.24419,2.09438,1.41288,0.0063703,0.0063703,0.0063703
111,13160.8,1.21392,1.70799,1.35292,0.41012,0.38892,0.3478,0.2233,1.24454,2.0894,1.41184,0.006337,0.006337,0.006337
112,13277.6,1.20362,1.68862,1.34952,0.39634,0.39934,0.34485,0.2232,1.24574,2.09263,1.41197,0.0063037,0.0063037,0.0063037
113,13394.3,1.19959,1.67297,1.34689,0.39825,0.40175,0.35423,0.22606,1.24545,2.08207,1.41127,0.0062704,0.0062704,0.0062704
114,13510.5,1.20419,1.69441,1.35161,0.39062,0.39512,0.35183,0.22301,1.25074,2.09071,1.41777,0.0062371,0.0062371,0.0062371
115,13627.2,1.2095,1.66891,1.35089,0.37578,0.4159,0.3496,0.22336,1.25205,2.10063,1.41897,0.0062038,0.0062038,0.0062038
116,13743.4,1.20067,1.67198,1.34926,0.38084,0.41016,0.35202,0.22416,1.24972,2.09168,1.41749,0.0061705,0.0061705,0.0061705
117,13859.9,1.20343,1.6526,1.35031,0.3955,0.407,0.35134,0.22332,1.24795,2.09669,1.4155,0.0061372,0.0061372,0.0061372
